brand,description,generique,image,json_desc,model,title,url
browning,Lhistoire de notre entreprise suisse remonte 1863 et est lorigine de notre solide comptence qui se poursuit depuis 2022 dans le giron de la Beretta Holding En tant que premier fournisseur europen de munitions de petit calibre nous sommes le partenaire de confiance des forces armes et des forces de lordre La famille de cartouches de fusil SWISS P a t dveloppe spcialement pour les tireurs dlite et les tireurs de prcision Tous les produits de la gamme SWISS P se caractrisent par leur prcision exceptionnelle leur effet sur la cible et leur balistique parfaitement adapte Pour les tireurs professionnels de la police de larme et dautres units spciales les produits de la ligne SWISS P sont disponibles dans tous les calibres usuels Les cartouches de la ligne SWISS P sont des produits de premire qualit et rpondent aux exigences les plus leves Toutes les cartouches SWISS P atteignent une prcision de 1 MoA 1 MoA 160 de degr ou de minute angulaire correspondant environ 1 pouce 100 mtres En outre ces cartouches offrent une prcision de tir suprieure la moyenne et une fiabilit de premier ordre Une excellente probabilit datteinte au premier coup est ainsi garantie SWISS P Prcision Puissance Premium Prcision La prcision de nos cartouches est lgendaire mme dans des conditions extrmes Toutes les cartouches atteignent systmatiquement une prcision infrieure la MoA 1 MoA 160 de degr ou de minute angulaire correspondant environ 1 pouce 100 mtres Puissance La performance est lune des caractristiques exceptionnelles de la gamme P de SWISS Nos calibres 338 LM et 50 Browning impressionnent par la lourdeur de leurs balles et la faible perte de vitesse qui en rsulte Mme longue distance ces calibres conservent une vitesse leve pour un effet maximal sur la cible Premium Grce des tolrances de production et des contrles de qualit trs stricts des valeurs balistiques constantes sont garanties Dun lot lautre lattention porte par SwissP Defence aux dtails garantit une performance premium identique et lentire satisfaction du client,munitions,,,xt,SWISS P au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/SWISS-P.html
,Vente en ligne de pistolets et carabines plomb air comprim carabines 22lr armes catgorie B et darmes de dfense bombe lacrymogne gomme cogne matraque,plomb,,,,SWAROVSKI au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/SWAROVSKI.html
,Vente en ligne de pistolets et carabines plomb air comprim carabines 22lr armes catgorie B et darmes de dfense bombe lacrymogne gomme cogne matraque,plomb,,,,TOE Design au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/T.O.E-Design.html
,Vente en ligne de pistolets et carabines plomb air comprim carabines 22lr armes catgorie B et darmes de dfense bombe lacrymogne gomme cogne matraque,plomb,,,,T73 au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/T73.html
,Vente en ligne de pistolets et carabines plomb air comprim carabines 22lr armes catgorie B et darmes de dfense bombe lacrymogne gomme cogne matraque,plomb,,,,SWAMPFOX au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/SWAMPFOX.html
,Vente en ligne de pistolets et carabines plomb air comprim carabines 22lr armes catgorie B et darmes de dfense bombe lacrymogne gomme cogne matraque,plomb,,,,SUHLBERG au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/SUHLBERG.html
,Vente en ligne de pistolets et carabines plomb air comprim carabines 22lr armes catgorie B et darmes de dfense bombe lacrymogne gomme cogne matraque,plomb,,,,STV GROUP au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/STV-GROUP.html
,Vente en ligne de pistolets et carabines plomb air comprim carabines 22lr armes catgorie B et darmes de dfense bombe lacrymogne gomme cogne matraque,plomb,,,,STRIKEMAN au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/STRIKEMAN.html
,Vente en ligne de pistolets et carabines plomb air comprim carabines 22lr armes catgorie B et darmes de dfense bombe lacrymogne gomme cogne matraque,plomb,,,,SUREFIRE au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/SUREFIRE.html
,Vente en ligne de pistolets et carabines plomb air comprim carabines 22lr armes catgorie B et darmes de dfense bombe lacrymogne gomme cogne matraque,plomb,,,,SUN OPTICS au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/SUN-OPTICS.html
stoeger,Stoeger Air Guns est un fabricant et importateur de armes feu dans le Etats Unis Avant son acquisition par Beretta Stoeger a t situ dans le New Jersey et avant qui tait le plus grand magasin darmes New York City Stoeger Air Guns est un des leader en France dans les armes air comprim notamment avec le modle X20 Suppressor silencieuse le modle le plus silencieux de la gamme,,,,x20,STOEGER au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/STOEGER.html
,Vente en ligne de pistolets et carabines plomb air comprim carabines 22lr armes catgorie B et darmes de dfense bombe lacrymogne gomme cogne matraque,plomb,,,,STIL CRIN au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/STIL-CRIN.html
,Vente en ligne de pistolets et carabines plomb air comprim carabines 22lr armes catgorie B et darmes de dfense bombe lacrymogne gomme cogne matraque,plomb,,,,STI INTERNATIONAL au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/STI-INTERNATIONAL.html
,Vente en ligne de pistolets et carabines plomb air comprim carabines 22lr armes catgorie B et darmes de dfense bombe lacrymogne gomme cogne matraque,plomb,,,,STEYR MANNLICHER au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/STEYR-MANNLICHER.html
,Vente en ligne de pistolets et carabines plomb air comprim carabines 22lr armes catgorie B et darmes de dfense bombe lacrymogne gomme cogne matraque,plomb,,,,SPYPOINT au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/SPYPOINT.html
,Vente en ligne de pistolets et carabines plomb air comprim carabines 22lr armes catgorie B et darmes de dfense bombe lacrymogne gomme cogne matraque,plomb,,,,STALON au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/STALON.html
,Vente en ligne de pistolets et carabines plomb air comprim carabines 22lr armes catgorie B et darmes de dfense bombe lacrymogne gomme cogne matraque,plomb,,,,STEINER au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/STEINER.html
springfield armory,Springfield Armory est un fabricant amricain darmes feu et daccessoires fond en 1974 Geneseo dans lIllinois Lentreprise tire son nom de larsenal de Springfield qui tait un arsenal fdral situ Springfield Massachusetts et qui a produit des armes pour larme amricaine pendant plus de 200 ans Springfield Armory est connu pour produire des pistolets de haute qualit pour les tireurs sportifs les forces de lordre et les militaires La socit propose une large gamme de modles y compris des pistolets 1911 des pistolets XD et des carabines M1A Springfield Armory est galement connu pour ses innovations comme le systme de dmontage sans outil de la srie XD qui permet aux utilisateurs de dmonter leur arme sans avoir besoin doutils La marque a galement une longue histoire avec larme amricaine ayant produit des armes pour les soldats amricains depuis la guerre civile jusqu la Seconde Guerre mondiale Aujourdhui Springfield Armory continue de travailler en troite collaboration avec les forces armes amricaines pour fournir des armes de qualit ceux qui servent le pays,arme,,,1911,SPRINGFIELD ARMORY au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/SPRINGFIELD-ARMORY.html
,Vente en ligne de pistolets et carabines plomb air comprim carabines 22lr armes catgorie B et darmes de dfense bombe lacrymogne gomme cogne matraque,plomb,,,,SPORFABRIC au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/SPORFABRIC.html
,Vente en ligne de pistolets et carabines plomb air comprim carabines 22lr armes catgorie B et darmes de dfense bombe lacrymogne gomme cogne matraque,plomb,,,,SSI au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/SSI.html
,Vente en ligne de pistolets et carabines plomb air comprim carabines 22lr armes catgorie B et darmes de dfense bombe lacrymogne gomme cogne matraque,plomb,,,,SPEEDY au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/SPEEDY.html
,Vente en ligne de pistolets et carabines plomb air comprim carabines 22lr armes catgorie B et darmes de dfense bombe lacrymogne gomme cogne matraque,plomb,,,,SPEER au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/SPEER.html
,Vente en ligne de pistolets et carabines plomb air comprim carabines 22lr armes catgorie B et darmes de dfense bombe lacrymogne gomme cogne matraque,plomb,,,,STARLINE au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/STARLINE.html
,Vente en ligne de pistolets et carabines plomb air comprim carabines 22lr armes catgorie B et darmes de dfense bombe lacrymogne gomme cogne matraque,plomb,,,,SOLOGNE au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/SOLOGNE.html
,Vente en ligne de pistolets et carabines plomb air comprim carabines 22lr armes catgorie B et darmes de dfense bombe lacrymogne gomme cogne matraque,plomb,,,,SPARTAN au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/SPARTAN.html
,Vente en ligne de pistolets et carabines plomb air comprim carabines 22lr armes catgorie B et darmes de dfense bombe lacrymogne gomme cogne matraque,plomb,,,,SPIKA au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/SPIKA.html
,Vente en ligne de pistolets et carabines plomb air comprim carabines 22lr armes catgorie B et darmes de dfense bombe lacrymogne gomme cogne matraque,plomb,,,,SNOWPEAK au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/SNOWPEAK.html
,Vente en ligne de pistolets et carabines plomb air comprim carabines 22lr armes catgorie B et darmes de dfense bombe lacrymogne gomme cogne matraque,plomb,,,,SKS au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/SKS.html
,Smith Wesson est une entreprise amricaine fonde en 1852 spcialise dans la fabrication darmes feu de munitions et daccessoires pour les tireurs sportifs les forces de lordre et les militaires La socit a t fonde par Horace Smith et Daniel B Wesson Norwich dans le Connecticut La marque Smith Wesson est connue pour ses pistolets revolvers et carabines de qualit suprieure Les revolvers SW ont une renomme particulire dans le monde de larme feu pour leur fiabilit leur prcision et leur facilit dutilisation La socit a galement dvelopp une varit de modles de pistolets semi automatiques y compris la srie MP Military Police populaire auprs des forces de lordre En plus de ses armes feu Smith Wesson produit une large gamme daccessoires pour les tireurs sportifs et les chasseurs notamment des tuis de transport des optiques des munitions des outils dentretien et des quipements de protection La marque est galement connue pour son engagement en matire de scurit des armes feu en proposant notamment des modles avec des dispositifs de scurit innovants pour prvenir les accidents comme le MP Shield EZ avec un dispositif de scurit manuel facile utiliser,munitions,,,,SMITH WESSON au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/SMITH-et-WESSON.html
,Vente en ligne de pistolets et carabines plomb air comprim carabines 22lr armes catgorie B et darmes de dfense bombe lacrymogne gomme cogne matraque,plomb,,,,SINGER SAFETY au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/SINGER-SAFETY.html
,Vente en ligne de pistolets et carabines plomb air comprim carabines 22lr armes catgorie B et darmes de dfense bombe lacrymogne gomme cogne matraque,plomb,,,,SMITHS au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/SMITH'S.html
,Vente en ligne de pistolets et carabines plomb air comprim carabines 22lr armes catgorie B et darmes de dfense bombe lacrymogne gomme cogne matraque,plomb,,,,SMARTRELOADER au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/SMARTRELOADER.html
sig sauer,SIG SAUER est une entreprise de fabrication darmes feu base en Suisse et aux tats Unis La socit a t fonde en 1853 Schaffhouse en Suisse sous le nom de Schweizerische Industrie Gesellschaft SIG et a commenc produire des armes feu en 1860 En 2007 SIG a acquis la socit allemande JP Sauer Sohn ce qui a donn naissance la marque actuelle SIG SAUER La marque est particulirement connue pour ses pistolets de qualit militaire et de dfense personnelle tels que les modles P226 P229 et P320 Ces pistolets ont t adopts par de nombreuses forces militaires et de maintien de lordre dans le monde entier en raison de leur fiabilit de leur prcision et de leur ergonomie Outre les pistolets SIG SAUER produit galement des carabines et des fusils y compris des carabines de chasse et de prcision ainsi que des armes de poing pour les tireurs sportifs et les comptitions de tir SIG SAUER est galement connue pour ses systmes de vise de haute qualit tels que les viseurs holographiques les lunettes de vise et les points rouges qui sont utiliss par les tireurs professionnels et les militaires du monde entier Enfin SIG SAUER offre galement des services de formation et de conseil en matire de scurit et de dfense personnelle ainsi que des cours de formation pour les tireurs sportifs et les forces de lordre,défense,,,p229,SIG SAUER au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/SIG-SAUER.html
,SK Ammunition est une marque de premier plan dans le domaine des munitions pour le tir sportif reconnue pour sa qualit exceptionnelle et sa prcision ingale Avec une exprience de plus de 190 ans SK Ammunition est synonyme dexcellence dans la fabrication de munitions de haute performance pour les tireurs passionns et les comptiteurs de tous niveaux La marque sest forge une rputation solide grce son engagement envers linnovation et sa qute constante de la perfection La gamme de produits SK Ammunition comprend une slection exhaustive de cartouches spcialement conues pour rpondre aux besoins du tir sportif quil sagisse du tir sur cible du tir dynamique ou dautres disciplines Chaque cartouche est mticuleusement fabrique selon des normes rigoureuses en utilisant des matriaux de premire qualit et des technologies de pointe pour garantir des performances optimales sur le pas de tir Les munitions SK se distinguent par leur charge propulsive prcise leurs projectiles de haute qualit et leur cohrence balistique exceptionnelle Ces caractristiques garantissent une prcision remarquable et une fiabilit constante ce qui en fait le choix privilgi des tireurs les plus exigeants et des comptiteurs de haut niveau Que ce soit pour la comptition de prcision le tir longue distance ou dautres disciplines du tir sportif les munitions SK sont apprcies pour leur fiabilit inbranlable et leurs performances de premier ordre En outre SK Ammunition sengage activement promouvoir des pratiques de fabrication durables et respectueuses de lenvironnement dmontrant ainsi son engagement envers la responsabilit sociale et environnementale Avec son histoire riche et son dvouement lexcellence SK Ammunition reste le choix de prdilection des tireurs sportifs la recherche de performances optimales et de fiabilit ingale sur le pas de tir,munitions,,,,SK AMMUNITIONS au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/SK-AMMUNITIONS.html
,Vente en ligne de pistolets et carabines plomb air comprim carabines 22lr armes catgorie B et darmes de dfense bombe lacrymogne gomme cogne matraque,plomb,,,,SIGHTMARK au meilleur prix sur armurerie lavauxcom,https://www.armurerie-lavaux.com/marque/SIGHTMARK.html
