brand,description,generique,image,model,title,url
,Le disjoncteur automatique 20 A Legrand protge les circuits contre les courts circuits et les chauffements de cble qui peuvent tre lorigine dincendie Plus facile cbler plus fiable se raccorde dun simple geste avec les peignes dalimentation horizontaux Sans outil et sans vis visser Pas de risque de vis qui se desserre,automatique,,,Disjoncteur automatique 4 20A Brico Dpt,https://www.bricodepot.fr/catalogue/disjoncteur-automatique-4-20a/prod39719/
,Disjoncteur automatique 2A qui protgera vos circuits contre les courts circuits et les chauffements de cble qui peuvent tre lorigine dincendie Sa connexion avec les bornes automatiques se fait dun simple geste et sans outil pour un gain de temps et de confort apprciables Garantit un excellent contact pas de vis qui se desserre avec le temps,automatique,,,Disjoncteur automatique 2A Brico Dpt,https://www.bricodepot.fr/catalogue/disjoncteur-automatique-2a/prod39720/
,Disjoncteur automatique 3 KA 10A qui protgera vos circuits contre les courts circuits et les chauffements de cble qui peuvent tre lorigine dincendie Sa connexion avec les bornes automatiques se fait dun simple geste et sans outil pour un gain de temps et de confort apprciables Garantit un excellent contact pas de vis qui se desserre avec le temps Phase neutre,automatique,,,Disjoncteur automatique 3 KA 10A Brico Dpt,https://www.bricodepot.fr/catalogue/disjoncteur-automatique-3-ka-10a/prod39717/
,Disjoncteur automatique 32A qui protgera vos biens des circuits lectriques Sa connexion avec les bornes automatiques se fait dun simple geste et sans outil pour un gain de temps et de confort apprciables,automatique,,,Disjoncteur automatique 32A Brico Dpt,https://www.bricodepot.fr/catalogue/disjoncteur-automatique-32a/prod39716/
,Rpartiteur 5 modules pour technologie embrochable Schneider Electric Remplace les peignes traditionnels,automatique,,,Rpartiteur 5 modules pour modulaire automatique embrochable Brico Dpt,https://www.bricodepot.fr/catalogue/repartiteur-5-modules-pour-modulaire-automatique-embrochable/prod39652/
,Rpartiteur 8 modules pour technologie embrochable Schneider Electric Remplace les peignes traditionnels,automatique,,,Rpartiteur 8 modules pour modulaire automatique embrochable Brico Dpt,https://www.bricodepot.fr/catalogue/repartiteur-8-modules-pour-modulaire-automatique-embrochable/prod39653/
,Rpartiteur 13 modules pour technologie embrochable Schneider Electric Remplace les peignes traditionnels,automatique,,,Rpartiteur 13 modules pour modulaire automatique embrochable Brico Dpt,https://www.bricodepot.fr/catalogue/repartiteur-13-modules-pour-modulaire-automatique-embrochable/prod39654/
,Disjoncteur embrochable 2A Schneider Electric utiliser avec un rpartiteur Schneider Electric technologie embrochable Une scurit absolue car il ny a pas besoin de visser le disjoncteur Aucun contact avec llectricit il suffit de clipser le disjoncteur Phase neutre,automatique,,,Disjoncteur Rsi9 32A automatique embrochable Brico Dpt,https://www.bricodepot.fr/catalogue/disjoncteur-resi9-32a-automatique-embrochable/prod39638/
,Interrupteur diffrentiel embrochable 30mA 63A type AC Schneider Electric A utiliser avec un rpartiteur Schneider Electric technologie embrochable Une scurit absolue car il ny a pas besoin de visser le disjoncteur Aucun contact avec llectricit il suffit de clipser linterrupteur diffrentiel,automatique,,,Interrupteur diffrentiel 30ma 63A type AC automatique embrochable Brico Dpt,https://www.bricodepot.fr/catalogue/interrupteur-differentiel-30ma-63a-type-ac-automatique-embrochable/prod39641/
,Interrupteur diffrentiel embrochable 30mA 40A type A Schneider Electric A utiliser avec un rpartiteur Schneider Electric spciale technologie embrochable Une scurit absolue car il ny a pas besoin de visser le disjoncteur Aucun contact avec llectricit il suffit de clipser linterrupteur diffrentiel,automatique,,,Interrupteur diffrentiel 30 ma 40 a type A automatique embrochable Brico Dpt,https://www.bricodepot.fr/catalogue/interrupteur-differentiel-30-ma-40-a-type-a-automatique-embrochable/prod39640/
,Interrupteur diffrentiel embrochable 30mA 40A type AC Schneider Electric A utiliser avec un rpartiteur Schneider Electric technologie embrochable Une scurit absolue car il ny a pas besoin de visser le disjoncteur Aucun contact avec llectricit il suffit de clipser linterrupteur diffrentiel,automatique,,,Interrupteur diffrentiel 30 mA 40A type AC automatique embrochable Brico Dpt,https://www.bricodepot.fr/catalogue/interrupteur-differentiel-30-ma-40a-type-ac-automatique-embrochable/prod39639/
,Disjoncteur embrochable 2A Schneider Electric utiliser avec un rpartiteur Schneider Electric technologie embrochable Une scurit absolue car il ny a pas besoin de visser le disjoncteur Aucun contact avec llectricit il suffit de clipser le disjoncteur Phase neutre,automatique,,,Disjoncteur Rsi9 20A automatique embrochable Brico Dpt,https://www.bricodepot.fr/catalogue/disjoncteur-resi9-20a-automatique-embrochable/prod39637/
,Disjoncteur embrochable 2A Schneider Electric utiliser avec un rpartiteur Schneider Electric technologie embrochable Une scurit absolue car il ny a pas besoin de visser le disjoncteur Aucun contact avec llectricit il suffit de clipser le disjoncteur Phase neutre,automatique,,,Disjoncteur Rsi9 2A automatique embrochable Brico Dpt,https://www.bricodepot.fr/catalogue/disjoncteur-resi9-2a-automatique-embrochable/prod39634/
,Disjoncteur embrochable 2A Schneider Electric utiliser avec un rpartiteur Schneider Electric technologie embrochable Une scurit absolue car il ny a pas besoin de visser le disjoncteur Aucun contact avec llectricit il suffit de clipser le disjoncteur Phase neutre,automatique,,,Disjoncteur Rsi9 16A automatique embrochable Brico Dpt,https://www.bricodepot.fr/catalogue/disjoncteur-resi9-16a-automatique-embrochable/prod39636/
,Disjoncteur embrochable 2A Schneider Electric utiliser avec un rpartiteur Schneider Electric technologie embrochable Une scurit absolue car il ny a pas besoin de visser le disjoncteur Aucun contact avec llectricit il suffit de clipser le disjoncteur Phase neutre,automatique,,,Disjoncteur Rsi9 10A automatique embrochable Brico Dpt,https://www.bricodepot.fr/catalogue/disjoncteur-resi9-10a-automatique-embrochable/prod39635/
,Colle de fixation transparente 3 en 1 multi matriaux pour intrieur et extrieur en cartouche de 290 ml 25 m x 19 mm Colle en ruban ultra rsistante multi matriaux et multi usage Prise immdiate Intrieurextrieur,Cartouche,,,Cartouche de colle transparente multi matriaux intrieur et extrieur 290 ml Brico Dpt,https://www.bricodepot.fr/catalogue/cartouche-de-colle-transparente-multi-materiaux-interieur-et-exterieur-290ml/prod39553/
,Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,9 mm,,,CLE MIXTE DESAXEE 9MM MG 9 mm Brico Dpt,https://www.bricodepot.fr/catalogue/cle-mixte-desaxee-9mm-mg-9-mm-/prod39247/
,Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,DOUILLE,,,DOUILLE 12 PANS 14 MM MG 14 mm Brico Dpt,https://www.bricodepot.fr/catalogue/douille-12-pans-14-mm-mg-14-mm/prod39267/
mab,Permet de dclencher et de stopper le fonctionnement de vos quipements selon vos besoins journaliers Programmable par cycle de 24 h ou 7 jours,,,f,Interrupteur horaire journalier IHClic 18 mm 24h 1 canal Brico Dpt,https://www.bricodepot.fr/catalogue/interrupteur-horaire-journalier-ihclic-18-mm-24h-1-canal/prod39114/
,Rendement 855 Autonomie 25 h environ Capacit du rservoir 18 kg Diamtre sortie 80 mm 4 programmes hebdomadaires Arrt automatique en cas de surchauffe Indice defficacit nergtique 12290 Rendement utile la puissance thermique nominale 8850 Rendement utile la puissance thermique la charge minimale 95 Brleur en fonte Granule 5 6 mm Din plus EN plus Structure en acier Dim H 1106 x L 504 x P 505 cm Poids 100 kg Mise en service par un prestataire qualifi voir conditions en dpt Certifi CE Respecter les avertissements et les indications sur linstallation et lentretien priodique fournis dans les chapitres du manuel dinstructions,automatique,,,Pole granuls Aubrac canalis 13 KW Brico Dpt,https://www.bricodepot.fr/catalogue/poele-a-granules-aubrac-canalise-13-kw/prod38984/
,Garantie 2 ansA Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,douille,,,Adaptateur douille mle E27 femelle B22 Brico Dpt,https://www.bricodepot.fr/catalogue/adaptateur-douille-male-e27-femelle-b22/prod38952/
,Puissance maxi 100 W Garantie 2 ansA Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,Douille,,,Douille GU10 Brico Dpt,https://www.bricodepot.fr/catalogue/douille-gu10/prod38951/
,Garantie 2 ansA,Cartouche,,,Cartouche mitigeur D35 hautelimiteur 35 haut Brico Dpt,https://www.bricodepot.fr/catalogue/cartouche-mitigeur-d35-hautelimiteur--35-haut/prod38928/
,Spcial rnovation Garantie 2 ansA,Cartouche,,,Cartouche mitigeur D25 basselimiteur 25 Brico Dpt,https://www.bricodepot.fr/catalogue/cartouche-mitigeur-d25-basselimiteur--25/prod38930/
asp,Sol stratifi clipser modle Alaska Dcor imitation chne ancien patin Longueur 1383 cm largeur 244 cm paisseur 8 mm Lame large Finition chanfreine et synchronise Revtement de sol stratifi conomique facile installer et entretenir Installation systme de clipsage Assorti la plinthe de sol stratifi 303193 et la barre de seuil 303194 Compatible avec un chauffage au sol Idal pour les chambres et les pices vivre,,,asp,Sol stratifi clipser aspect chne ancien patin Alaska L 1383 x l 244 cm p 8 mm Brico Dpt,https://www.bricodepot.fr/catalogue/sol-stratifie-a-clipser-aspect-chene-ancien-patine-alaska-l-1383-x-l-244-cm-ep-8-mm/prod38275/
,La poigne de gonflage pression 10 bars est un pistolet de gonflage brancher sur un compresseur air comprim afin de gonfler des ballons pneumatique ou roues de vloCette poigne de gonflage est compose dun flexible souple raccorder au compresseur Sa poigne est de type pistolet Un compteur cylindrique permet de mesurer et contrler le niveau de pression Cette poigne ncessite une pression de 10 bar Elle assure un gonflage efficace de ballons pneumatiques ou roues selon le type dembout utilis La poigne de gonflage de la marque PRODIF possde un insert de genre mle Grce cette poigne de gonflage pression 10 bars vous pouvez excuter des oprations de gonflage de manire efficace et professionnelle La poigne de gonflage pression 10 bars est un pistolet de gonflage brancher sur un compresseur air comprim afin de gonfler des ballons pneumatique ou roues de vlo Cette poigne de gonflage est compose dun flexible souple raccorder au compresseur Sa poigne est de type pistolet Un compteur cylindrique permet de mesurer et contrler le niveau de pression Cette poigne ncessite une pression de 10 bar Elle assure un gonflage efficace de ballons pneumatiques ou roues selon le type dembout utilis La poigne de gonflage de la marque PRODIF possde un insert de genre mle Grce cette poigne de gonflage pression 10 bars vous pouvez excuter des oprations de gonflage de manire efficace et professionnelle,pistolet,,,Poigne de gonflage pression 10 bars Brico Dpt,https://www.bricodepot.fr/catalogue/poignee-de-gonflage-pression-10-bars/prod37698/
,Ce kit 8 accessoires compresseur vous permet de raliser une multitude de travaux de gonflage de soufflage ou encore de peintureLe kit air comprim Prodif est compos de huit accessoires commencer par un tuyau spiral de 5 m de long Vous trouverez galement une soufflette une poigne de gonflage homologue CE un pulvrisateur un pistolet de peinture et trois embouts de gonflageGrce ce kit 8 accessoires compresseur vous pourrez russir diffrents travaux de bricolage Par exemple la prsence de trois embouts de gonflage sert gonfler des roues de vlo des ballons ou encore des pneumatiques Le kit air comprim sadapte ainsi tous vos besoins et se rvle trs utile au quotidien Kit air comprim compos de 1 tuyau spiral 5 m 1 soufflette 1 poigne de gonflage homologue CE 1 pulvrisateur 1 pistolet de peinture 3 embouts de gonflage vlo ballon pneumatiques,pistolet,,,Kit 8 accessoires compresseur Brico Dpt,https://www.bricodepot.fr/catalogue/kit-8-accessoires-compresseur/prod37714/
asp,quoi sert ce pistolet de sablage Ce pistolet de sablage de 4 6 bars savre pratique et efficace pour raliser vos diffrents travaux de dcapage du mtal et du bois En effet il permet de nettoyer et de dpolir au maximum les surfaces tout en offrant une grande prcision daction Facile manier il sutilise comme un pistolet en exerant une simple pression de la main sur la gchette Comment fonctionne ce pistolet de sablage Ce pistolet dcaper sutilise avec du sable sec ou un abrasif de granulomtrie 80120 Grce de lair sous pression le sable ou le granulat abrasif est directement expuls par le tuyau daspiration il est projet sur la surface du support dcaper Rsultat cette action permet de retirer de la rouille de la peinture du vernis ou encore toute salet tenace Quels sont les atouts de ce pistolet de sablage la manire dun nettoyeur haute pression ce pistolet de sablage offre quatre niveaux de pression De cette faon vous pouvez aisment rgler la vitesse de projection du sable Ainsi il vous est possible de dcaper les mtaux les plus fragiles sans les dformer Son dbit dair est de 150 250 litres par minute Lappareil est quip dune entre 14M et dun crou baonnette Usage Transvasement de liquides eau ptrole,Pistolet,,asp,Pistolet de sablage pour travaux de dcapage bois mtal 4 6 bars Brico Dpt,https://www.bricodepot.fr/catalogue/pistolet-de-sablage-pour-travaux-de-decapage-bois-metal-4-6-bars/prod37671/
,Un pistolet crpir performant et solide Le pistolet crpir Prodif prsente un dbit de sortie de 250 Lmin parfait pour projeter le crpi avec assez de puissance pour obtenir un rendu homogne Il se branche directement sur le tuyau dun compresseur La capacit de la cuve de cinq litres est suffisante pour tous vos travaux de crpi Les diffrents lments ont t penss pour garantir une longue dure de vie votre outil Les buses de sortie sont interchangeables pour rgler la projection du crpi en fonction de vos besoins Grce un poids rduit et un design ergonomique il offre galement un bon confort de travail Utilisation du pistolet crpir Prodif Lutilisation dun pistolet crpir est la mme que pour un pistolet peinture Remplissez la cuve avec votre mlange appliquer Aprs avoir branch votre pistolet pneumatique sur le compresseur appuyez sur la gchette pour projeter le crpi sur le mur Procdez en appliquant le crpi par bandes rgulires en vitant les surcharges Ne stagnez pas sur un endroit prcis Pensez bien nettoyer votre pistolet crpir Prodif aprs utilisation afin de maintenir son efficacit Il est conseill de rincer tous les lments comme la cuve lintrieur de la poigne et la gchette Capacit de la cuve 5 L Dbit dair restitu 250 Lmn Pression maxi 3 5 bars Usage Crpis Marque Prodif,Pistolet,,,Pistolet crpir cuve de 5 L pression maxi 3 5 bars Brico Dpt,https://www.bricodepot.fr/catalogue/pistolet-a-crepir-cuve-de-5-l-pression-maxi-3-5-bars/prod37681/
,Le pistolet peinture pour tous les travaux de peinture 09 L pression 3 5 bars permet de pulvriser efficacement et en grande quantit de la peinture Il fonctionne air comprimCe pistolet succion se relie un compresseur et se rvle trs puissant avec une pression de 3 5 bar Il consomme en moyenne 120 200lmin Le pistolet succion dispose dun rservoir situ sur le dessous de lappareil dune capacit de 09 l Il permet de recouvrir de grandes surfaces et se rvle efficace mme avec de la peinture visqueuse Il peut tre utilis pour peindre des parois des objets ou des voitures Il est trs pratique pour peindre des surfaces situes dans des espaces peu accessibles Ce pistolet succion de la marque PRODIF dispose dune buse de 15 mm et de 2 choix de rglages dair et de forme du jet Il est fabriqu en aluminiumAvec le pistolet peinture pour tous les travaux de peinture 09 L pression 3 5 bars vous disposez dun outil professionnel pour peindre vos surfaces Ce pistolet air comprim est trs performant et pratique grce sa puissance et ses rglages variables Pistolet succion Godet mtal 09 l Buse diam 15 mm Qualit de pulvrisation 2 rglages dair forme de jet,Pistolet,,,Pistolet peinture pour tous les travaux de peinture 09 L pression 3 5 bars Brico Dpt,https://www.bricodepot.fr/catalogue/pistolet-a-peinture-pour-tous-les-travaux-de-peinture-09-l-pression-3-5-bars/prod37675/
,Le pistolet peinture trier pour tous les travaux de peinture 1 L pression maxi 5 bars permet de pulvriser efficacement et en grande quantit de la peinture Il fonctionne air comprimCe pistolet succion se relie un compresseur et se rvle trs puissant avec une pression de 3 5 bar Il consomme en moyenne 200 300lmin Le pistolet succion dispose dun rservoir situ sur le dessous de lappareil dune capacit de 1 l Il permet de recouvrir de grandes surfaces et se rvle efficace mme avec de la peinture visqueuse Il peut tre utilis pour peindre des parois des objets ou des voitures Il est trs pratique pour peindre des surfaces situes dans des espaces peu accessibles Ce pistolet succion dispose dune buse de 018 mm et de 3 choix de rglages dair de forme du jet et du liquide Il est fabriqu en aluminiumAvec le pistolet peinture trier pour tous les travaux de peinture 1 L pression maxi 5 bars vous disposez dun outil professionnel pour peindre vos surfaces Ce pistolet air comprim est trs performant et pratique grce sa puissance et ses rglages variables Pistolet succion PRO Godet mtal 1 l Buse diam 18 mm Antigoutte Qualit de pulvrisation 3 rglages dair forme du jet liquide,Pistolet,,,Pistolet peinture trier pour tous les travaux de peinture 1 L pression maxi 5 bars Brico Dpt,https://www.bricodepot.fr/catalogue/pistolet-a-peinture-a-etrier-pour-tous-les-travaux-de-peinture-1-l-pression-maxi-5-bars/prod37672/
,Ce pistolet peinture gravit pour tous les travaux de peinture 06 L pression 3 5 bars vous permet de mener bien vos travaux de peintureCe pistolet de peinture gravit de la marque Prodif est quip dun godet en nylon dune capacit de 06 L et dune buse de 16 mm de diamtre Sa pression est comprise entre 3 et 5 bar et son insert est rapideLe pistolet peinture gravit pour tous les travaux de peinture 06 L pression 3 5 bars garantit une bonne qualit de pulvrisation Il sadapte diffrents travaux grce aux deux rglages dair disponibles et la forme du jet Godet nylon 06 l Buse diam 16 mm Qualit de pulvrisation 2 rglages dair forme du jet,Pistolet,,,Pistolet peinture gravit pour tous les travaux de peinture 06 L pression 3 5 bars Brico Dpt,https://www.bricodepot.fr/catalogue/pistolet-a-peinture-a-gravite-pour-tous-les-travaux-de-peinture-06-l-pression-3-5-bars/prod37668/
,Un compresseur courroie aux hautes performances Ce compresseur courroie bicylindre en V est idal pour tous vos travaux ncessitant lusage doutils pneumatiques jusqu 9 bars gonflage soufflage pistolet peinture perceuse ponceuse agrafeuse cloueuse Sa tte est intgralement fabrique en fonte ce qui vous assure sa qualit et sa rsistance sur la dure De plus lappareil intgre deux modes de sorties un rapide dtendu et un direct Un compresseur courroie facile transporter Malgr sa gnreuse cuve de 100 L ce compresseur courroie de la marque Mecafer est facile dplacer En effet il est quip dun brancard complet mont sur deux roues gonflables et une roue pivotante Grce ce dispositif vous pouvez manier lappareil aisment Sans compter que son entretien est simplifi par un minifiltre interne et une lubrification lhuile Catgorie Compresseur courroie Usage Peinture soufflage pulvrisation ponage perage Marque MECAFER Capacit de la cuve de rservoir 100 L Pression maximale de fonctionnement 9 bars Dbit dair restitu 3 bars 27000 Lmin Dbit dair restitu 7 bars 24000 Lmin Puissance du moteur 3 HP Nombre de cylindres 2 Disposition des cylindres en V Temps de remplissage 2 Nombre de sorties 2 Lubrification Lubrifi lhuile Poids 84 kg Garantie 2 ans,pistolet,,,Compresseur courroie 100 L lubrifi 3 HP 9 bar Brico Dpt,https://www.bricodepot.fr/catalogue/compresseur-a-courroie-100-l-lubrifie-3-hp-9-bar/prod37663/
,Cet adaptateur TV mle permet de changer prise 9 mm femelle en 952 mm mle ou du 952 mm femelle en 9 mm mle Informations fournisseurs Nom Kingfisher International Products BV Adresse Rapenburgerstraat 175E 1011 VM Amsterdam The Netherlands Site web wwwkingfishercomproducts,9 mm,,,Adaptateur M mle 9 mm F femelle 95 mm Brico Dpt,https://www.bricodepot.fr/catalogue/adaptateur-m-male-9-mm-f-femelle-95-mm/prod3762/
sig,Une isolation et une occultation optimales Avec le volet roulant avec moteur solaire 78 x 98 cm bnficiez dune isolation thermique t comme hiver grce au volet roulant solaire VELUX En t il est capable darrter jusqu 95 de la chaleur selon des calculs raliss sur les fentres vendues aprs 2013 tandis quen hiver il peut apporter jusqu 27 disolation complmentaire selon des calculs raliss sur les fentres vendues avant 2013 sans traitement du vitrage Il vous offrira galement une bonne isolation phonique Sachez que le bruit de la pluie ou de la grle pourra tre divis par 4 Par ailleurs une fois ferm ce volet occulte compltement la pice Ralisez des conomies dnergie grce ce volet roulant Il fonctionne en toute autonomie laide dune cellule photovoltaque intgre dans son coffret suprieur Cette cellule capte lnergie solaire et la transforme en lectricit qui sera emmagasine dans une batterie situe galement dans la partie haute de votre menuiserie Ce modle sactionne facilement grce un clavier mural et pr appair qui prsente lavantage de pouvoir se piloter aussi distance Un volet design rsistant et facile poser Votre scurit sera renforce grce son tablier anti effraction compos de lames daluminium au design pur Ce volet rsiste aux lments extrieurs comme les UV et les intempries De plus il peut supporter un poids allant jusqu 80 kg m Il conviendra aussi bien pour les constructions neuves que pour les rnovations Son installation se ralise partir de lintrieur de la pice et ne ncessite aucun passage de cbles Dimensions pour chssis Hauteur 98 cm x Largeur 78 cm Type Volet roulant Alimentation Moteur solaire Clavier mural fourni Sans fil Marque Velux Garantie 5 ans,,,98,Volet roulant avec moteur solaire 78 x 98 cm Brico Dpt,https://www.bricodepot.fr/catalogue/volet-roulant-avec-moteur-solaire-78-x-98-cm/prod37408/
,Entre dair universelle autorglable Chne AM 22 30 m3h Autorglable Efficacit nergtique Garantit une ventilation constante amliorant la qualit de lair tout en minimisant la consommation dnergie Installation simplifie Facile installer dans nimporte quel type de conduit ou douverture standard Polyvalence Convient pour les systmes de ventilation dans les maisons appartements ou bureaux avec une rgulation automatique pour un confort optimal Informations fournisseurs Nom Autogyre Email wwwautogyrefrcontact Adresse 949 avenue Saint Just ZI de Vaux le Pnil 77000 France,automatique,,,Entre dair universelle autorglable Chne AM Brico Dpt,https://www.bricodepot.fr/catalogue/entree-dair-universelle-autoreglable-chene-am/prod3732/
asp,Ce dsactivant 4 6 de surface effet gravillons lavs bidon de 5 L avec son aspect esthtique du type gravillons lavs est un antidrapant il rduit les risques daquaplaning pour les vhicules et de glissades pour les pitons Il procure une meilleure rsistance aux sollicitations dues la circulation Avantages Aspect esthtique du type gravillons lavs Antidrapant rduit les risques daquaplaning pour les vhicules et de glissades pour les pitons Meilleure rsistance aux sollicitations dues la circulation Caractristiques Techniques Type de produit Traitement anti moisissure Mthode dapplication Dsactivant Consommation 5 6 m par litre Usage Lieu Amnagement des sols extrieurs publics Chausses bton zones pitonnes places parvis trottoirs,,,asp,Dsactivant 4 6 de surface effet gravillons lavs bidon de 5 L Brico Dpt,https://www.bricodepot.fr/catalogue/desactivant-4-6-de-surface-effet-gravillons-laves-bidon-de-5-l/prod37281/
,Zamac Finition inox bross Entraxe 320 mm Dim H 28 x L 328 x P 9 mm Garantie 2 ansA,9 mm,,,Poigne PROGRESS en inox bross L 328 mm Brico Dpt,https://www.bricodepot.fr/catalogue/poignee-progress-en-inox-brosse-l-328mm/prod37148/
,Le mitigeur lavabo chrom Ayaz Dimensions H 155 cm Cartouche cramique 25 mm Flexibles de connexion en acier Vidage ABS Corps en laiton Bonde vidage ABS et kit de fixation fournis,Cartouche,,,Mitigeur lavabo chrom Ayaz H 155 cm Brico Dpt,https://www.bricodepot.fr/catalogue/mitigeur-lavabo-chrome-ayaz-h-155-cm/prod37071/
mab,Pour nettoyer sec dgraisser mtaux et pices mtalliques dtacher les matires grasses et encres sur textiles Inflammable Irritant Mortel en cas dingestion ou de pntration dans les voies respiratoires Dangereux pour lenvironnement Dangereux Respecter les conditions demploi,,,f,Essence C nettoie dgraisse dtache 1 L Brico Dpt,https://www.bricodepot.fr/catalogue/essence-c-nettoie-degraisse-detache-1-l/prod3669/
,La cartouche de gaz butane 190 g Castolin vous permet de limiter tout risque de fuite de gaz et garantit votre scurit lors de lutilisation du matriel La cartouche Butane Castolin dispose dune contenance de 190 g Cette cartouche perable est un dispositif devenu obligatoire en 2012 Cette anne marque lentre en vigueur dune nouvelle norme europenne il sagit de la norme NF EN 417 Vous pouvez utiliser la cartouche de Butane 190 g sans apprhension En effet cette cartouche Butane permet de limiter les risques de fuite de gaz lors de lutilisation du matriel ou lors dun changement de matriel Vous pouvez donc raliser ces oprations en toute scurit,Cartouche,,,Cartouche de gaz butane 190 g Brico Dpt,https://www.bricodepot.fr/catalogue/cartouche-de-gaz-butane-190-g/prod36376/
,Conue pour un brasage cette cartouche de gaz butane propane 600 ml contient un mlange base de butane Il sagit dune cartouche 1350 Butpro cof12u Mlange base de butane pour brasage Contenance 600 ml Toutes position,Cartouche,,,Cartouche de gaz butane propane 600 ml Brico Dpt,https://www.bricodepot.fr/catalogue/cartouche-de-gaz-butane-propane-600-ml/prod36369/
,Avec cette sortie de cble clipser DELTA VIVA silver vous aurez la possibilit de dissimuler les cbles lectriques Cette sortie de cble de couleur silver est issue de la gamme Delta Viva une gamme dappareillage modulaire mise au point par Siemens Plus prcisment il sagit dun produit vous permettant de camoufler vos cbles issus de diverses installations lectriques Pour ce faire fixez les plaques aux mcanismes en les clipsant La connexion est automatique Pratique et utile cette sortie de cble clipser DELTA VIVA silver a galement une vise esthtique et vous aidera dissimuler lgamment vos cbles Sachez quaucun outil ne sera ncessaire pour raliser le raccordement lectrique le montage tant extrmement simple Informations fournisseurs Nom SIEMENS AG Email httpswwwsiemenscomglobalengeneralcontacthtml Adresse Siemensstr 10 93055 Regensburg Allemagne,automatique,,,Sortie de cble clipser silver Delta Viva Brico Dpt,https://www.bricodepot.fr/catalogue/sortie-de-cable-a-clipser-silver-delta-viva/prod35918/
,Actionnez vos volets roulants motoriss en installant cet interrupteur pour volet roulant clipser DELTA ONE blanc Linterrupteur spcial volets roulants de la gamme Delta iris a t imagin par la marque Siemens Il sagit dun quipement vous permettant de monter ou de descendre des volets roulants qui sont motoriss Pour ce faire vous devez fixer les plaques aux mcanismes en les clipsant La connexion est automatique Grce au interrupteur pour volet roulant clipser DELTA ONE blanc vous pourrez actionner vos volets roulants rapidement et sans aucun effort Pratique et rsistant ce produit est galement facile dinstallation Vous pourrez monter et dmonter les fils aisment De couleur silver cet quipement apporte une touche dlgance et de modernit votre intrieur Informations fournisseurs Nom SIEMENS AG Email httpswwwsiemenscomglobalengeneralcontacthtml Adresse Siemensstr 10 93055 Regensburg Allemagne,automatique,,,Interrupteur volet roulant clipser Delta One blanc Brico Dpt,https://www.bricodepot.fr/catalogue/interrupteur-volet-roulant-a-clipser-delta-one-blanc/prod35915/
,Utilisez le double va et vient clipser DELTA VIVA Silver pour mettre sous tension un ou plusieurs points dclairage Ce mcanisme double va et vient fait partie de la gamme dappareillage modulaire Delta Viva de chez Siemens Il sert mettre sous tension des points dclairage et cela de 2 endroits diffrents Niveau montage vous devrez fixer les plaques aux mcanismes puis procder au clipsage La connexion est automatique Sachez que ce double va et vient clipser est certifi NF Le mcanisme garantit un montage facile Vous pourrez monter et dmonter les fils aisment De plus vous naurez besoin daucun outil pour raliser le raccordement lectrique Enfin la couleur Silver et les lignes contemporaines pures font de ce produit un lment de dcoration lgant Informations fournisseurs Nom SIEMENS AG Email httpswwwsiemenscomglobalengeneralcontacthtml Adresse Siemensstr 10 93055 Regensburg Allemagne,automatique,,,Double va et vient clipser silver Delta Viva Brico Dpt,https://www.bricodepot.fr/catalogue/double-va-et-vient-a-clipser-silver-delta-viva/prod35912/
,Cette prise 2PT clipser DELTA VIVA silver vous sera utile dans le cadre de travaux de raccordement des appareils domestiques au rseau lectrique La prise 2PT est un mcanisme vous permettant de connecter vos appareils domestiques ou industriels au rseau lectrique grce lenfichage Plus prcisment il sagit dune prise de la marque Siemens qui est certifie NF et qui appartient la gamme Delta Viva Niveau montage vous devez simplement fixer les plaques aux mcanismes en les clipsant La connexion est automatique Grce ce dispositif vous pourrez effectuer rapidement et sans outil un raccordement lectrique de qualit Ce produit nest pas uniquement pratique et utile cest galement un appareillage lgant grce sa couleur silver et ses lignes pures Informations fournisseurs Nom SIEMENS AG Email httpswwwsiemenscomglobalengeneralcontacthtml Adresse Siemensstr 10 93055 Regensburg Allemagne,automatique,,,Prise 2PT clipser silver Delta Viva Brico Dpt,https://www.bricodepot.fr/catalogue/prise2pt-a-clipser-silver-delta-viva/prod35914/
